EngagementID,ContentID,ContentType,Likes,EngagementDate,CampaignID,ProductID,ViewsClicksCombined,ContentType_Clean,Views,Clicks,EngagementDate_Formatted
3486,43,Blog,40,2024-11-01,12,20,3772-442,BLOG,3772,442,01.11.2024
3487,31,Blog,421,2023-09-18,16,18,5451-2029,BLOG,5451,2029,18.09.2023
3488,43,newsletter,13,2024-09-14,17,10,1431-172,NEWSLETTER,1431,172,14.09.2024
3489,14,Video,24,2025-02-09,2,15,1268-174,VIDEO,1268,174,09.02.2025
3490,48,Blog,46,2023-08-28,14,19,624-206,BLOG,624,206,28.08.2023
3491,38,SOCIALMEDIA,1,2025-04-28,10,9,569-38,SOCIAL MEDIA,569,38,28.04.2025
3492,46,Blog,18,2024-07-15,5,2,2868-286,BLOG,2868,286,15.07.2024
3493,11,Socialmedia,2,2025-05-20,13,5,1713-51,SOCIAL MEDIA,1713,51,20.05.2025
3494,8,Newsletter,367,2023-07-16,18,15,6674-2141,NEWSLETTER,6674,2141,16.07.2023
3495,16,SOCIALMEDIA,0,2025-08-17,12,17,198-9,SOCIAL MEDIA,198,9,17.08.2025
3496,39,Video,346,2023-12-15,4,14,4572-1088,VIDEO,4572,1088,15.12.2023
3497,3,Socialmedia,597,2023-03-17,14,16,7672-3341,SOCIAL MEDIA,7672,3341,17.03.2023
3498,6,NEWSLETTER,0,2025-07-03,16,12,332-11,NEWSLETTER,332,11,03.07.2025
3499,47,Socialmedia,29,2024-04-24,18,19,1644-348,SOCIAL MEDIA,1644,348,24.04.2024
3500,43,newsletter,834,2023-01-03,2,9,7380-2016,NEWSLETTER,7380,2016,03.01.2023
3501,31,video,18,2024-07-14,11,14,3001-229,VIDEO,3001,229,14.07.2024
3502,45,NEWSLETTER,345,2023-05-11,13,7,7958-2248,NEWSLETTER,7958,2248,11.05.2023
3503,29,newsletter,48,2024-11-24,17,6,2173-382,NEWSLETTER,2173,382,24.11.2024
3504,3,blog,208,2023-04-02,2,13,8110-1902,BLOG,8110,1902,02.04.2023
3505,18,blog,1,2025-08-22,3,14,719-38,BLOG,719,38,22.08.2025
3506,3,Blog,90,2023-08-29,14,13,4371-554,BLOG,4371,554,29.08.2023
3507,6,Video,16,2024-12-29,20,2,2975-413,VIDEO,2975,413,29.12.2024
3508,47,VIDEO,238,2023-02-24,8,19,2020-812,VIDEO,2020,812,24.02.2023
3509,49,NEWSLETTER,3,2025-06-20,13,5,1450-65,NEWSLETTER,1450,65,20.06.2025
3510,20,Newsletter,1,2025-03-20,14,9,482-19,NEWSLETTER,482,19,20.03.2025
3511,48,BLOG,150,2023-05-06,3,15,4279-397,BLOG,4279,397,06.05.2023
3512,43,Newsletter,0,2025-12-15,11,16,10-0,NEWSLETTER,10,0,15.12.2025
3513,25,SOCIALMEDIA,25,2023-05-07,10,20,489-209,SOCIAL MEDIA,489,209,07.05.2023
3514,7,BLOG,0,2025-08-21,3,13,826-24,BLOG,826,24,21.08.2025
3515,14,Blog,98,2024-03-29,6,15,4183-1209,BLOG,4183,1209,29.03.2024
3516,18,socialmedia,82,2024-03-17,3,13,4299-485,SOCIAL MEDIA,4299,485,17.03.2024
3517,24,SOCIALMEDIA,14,2024-11-24,14,11,2303-259,SOCIAL MEDIA,2303,259,24.11.2024
3518,26,socialmedia,0,2025-10-23,3,5,751-9,SOCIAL MEDIA,751,9,23.10.2025
3519,39,VIDEO,48,2024-11-07,11,5,3059-562,VIDEO,3059,562,07.11.2024
3520,27,newsletter,0,2025-10-10,13,20,102-4,NEWSLETTER,102,4,10.10.2025
3521,50,Newsletter,0,2025-08-16,3,14,211-11,NEWSLETTER,211,11,16.08.2025
3522,10,blog,259,2023-06-30,17,1,7023-2063,BLOG,7023,2063,30.06.2023
3523,20,BLOG,111,2024-03-09,16,4,2560-576,BLOG,2560,576,09.03.2024
3524,45,newsletter,1181,2023-06-25,8,16,7899-2935,NEWSLETTER,7899,2935,25.06.2023
3525,36,Newsletter,26,2023-12-25,4,7,1628-382,NEWSLETTER,1628,382,25.12.2023
3526,36,Socialmedia,0,2025-10-30,10,13,486-23,SOCIAL MEDIA,486,23,30.10.2025
3527,1,newsletter,100,2024-08-23,7,6,3427-483,NEWSLETTER,3427,483,23.08.2024
3528,43,Socialmedia,97,2023-11-07,20,20,4524-877,SOCIAL MEDIA,4524,877,07.11.2023
3529,40,video,439,2023-02-21,10,20,4743-1140,VIDEO,4743,1140,21.02.2023
3530,28,Blog,91,2023-12-11,15,14,1721-400,BLOG,1721,400,11.12.2023
3531,11,socialmedia,0,2025-12-20,18,14,182-7,SOCIAL MEDIA,182,7,20.12.2025
3532,10,VIDEO,1,2025-08-25,5,9,1007-52,VIDEO,1007,52,25.08.2025
3533,13,Blog,54,2023-01-16,7,4,876-233,BLOG,876,233,16.01.2023
3534,21,Video,11,2024-12-11,12,11,2030-157,VIDEO,2030,157,11.12.2024
3535,6,blog,0,2025-08-08,12,5,1139-44,BLOG,1139,44,08.08.2025
3536,47,Video,2,2025-06-02,7,11,1010-39,VIDEO,1010,39,02.06.2025
3537,41,video,200,2024-01-24,5,2,3595-716,VIDEO,3595,716,24.01.2024
3538,17,Socialmedia,164,2024-04-17,9,14,3361-854,SOCIAL MEDIA,3361,854,17.04.2024
3539,48,blog,493,2023-10-16,2,17,7161-2535,BLOG,7161,2535,16.10.2023
3540,45,Blog,50,2023-09-21,20,4,2787-244,BLOG,2787,244,21.09.2023
3541,11,Newsletter,13,2025-03-20,10,18,2208-224,NEWSLETTER,2208,224,20.03.2025
3542,34,Socialmedia,2,2025-05-11,16,1,1979-65,SOCIAL MEDIA,1979,65,11.05.2025
3543,4,Socialmedia,87,2023-10-25,8,2,1453-486,SOCIAL MEDIA,1453,486,25.10.2023
3544,33,NEWSLETTER,0,2025-01-17,18,14,108-16,NEWSLETTER,108,16,17.01.2025
3545,36,Video,123,2024-04-07,12,7,4189-472,VIDEO,4189,472,07.04.2024
3546,29,blog,257,2023-09-25,18,3,4456-1484,BLOG,4456,1484,25.09.2023
3547,19,newsletter,160,2024-03-01,10,15,3426-577,NEWSLETTER,3426,577,01.03.2024
3548,35,Newsletter,12,2024-08-17,14,2,1756-139,NEWSLETTER,1756,139,17.08.2024
3549,11,Blog,97,2024-07-21,7,8,2964-459,BLOG,2964,459,21.07.2024
3550,46,SOCIALMEDIA,3,2025-04-30,20,20,403-28,SOCIAL MEDIA,403,28,30.04.2025
3551,29,Blog,32,2024-04-25,8,5,4653-292,BLOG,4653,292,25.04.2024
3552,3,blog,151,2024-03-23,8,4,4600-515,BLOG,4600,515,23.03.2024
3553,47,blog,0,2025-10-21,19,14,555-20,BLOG,555,20,21.10.2025
3554,28,Newsletter,11,2023-08-17,1,12,112-32,NEWSLETTER,112,32,17.08.2023
3555,49,blog,144,2023-11-27,13,19,3019-447,BLOG,3019,447,27.11.2023
3556,13,newsletter,25,2024-12-15,19,4,3343-209,NEWSLETTER,3343,209,15.12.2024
3557,4,blog,23,2025-01-23,15,10,1600-156,BLOG,1600,156,23.01.2025
3558,26,Newsletter,0,2025-12-21,16,13,600-23,NEWSLETTER,600,23,21.12.2025
3559,7,BLOG,3,2025-03-15,16,5,872-84,BLOG,872,84,15.03.2025
3560,23,Blog,17,2025-03-04,12,15,1390-143,BLOG,1390,143,04.03.2025
3561,1,Video,78,2023-10-02,7,9,3351-315,VIDEO,3351,315,02.10.2023
3562,28,Socialmedia,76,2024-05-23,1,8,4846-304,SOCIAL MEDIA,4846,304,23.05.2024
3563,3,BLOG,1526,2023-02-20,17,9,8611-3582,BLOG,8611,3582,20.02.2023
3564,18,Newsletter,2,2025-01-02,3,3,578-66,NEWSLETTER,578,66,02.01.2025
3565,3,video,3,2025-02-07,7,7,452-35,VIDEO,452,35,07.02.2025
3566,18,video,15,2024-05-30,5,8,907-96,VIDEO,907,96,30.05.2024
3567,29,video,14,2024-07-09,16,14,848-95,VIDEO,848,95,09.07.2024
3568,39,socialmedia,44,2023-07-07,14,17,1268-434,SOCIAL MEDIA,1268,434,07.07.2023
3569,17,VIDEO,1493,2023-03-23,3,13,8858-3373,VIDEO,8858,3373,23.03.2023
3570,31,Video,272,2023-07-06,13,8,3980-1304,VIDEO,3980,1304,06.07.2023
3571,18,socialmedia,0,2025-12-15,15,17,191-7,SOCIAL MEDIA,191,7,15.12.2025
3572,50,newsletter,3,2025-05-19,19,18,1469-81,NEWSLETTER,1469,81,19.05.2025
3573,42,newsletter,19,2025-01-22,1,1,2142-144,NEWSLETTER,2142,144,22.01.2025
3574,26,BLOG,0,2025-11-08,10,7,85-3,BLOG,85,3,08.11.2025
3575,26,Video,34,2024-03-27,14,5,580-123,VIDEO,580,123,27.03.2024
3576,8,Blog,96,2023-08-02,2,16,3351-321,BLOG,3351,321,02.08.2023
3577,7,NEWSLETTER,282,2023-11-21,14,3,4803-1133,NEWSLETTER,4803,1133,21.11.2023
3578,32,blog,502,2023-01-30,12,19,5403-1419,BLOG,5403,1419,30.01.2023
3579,40,Video,47,2024-04-05,9,13,1703-226,VIDEO,1703,226,05.04.2024
3580,38,Newsletter,209,2023-01-10,10,19,3540-887,NEWSLETTER,3540,887,10.01.2023
3581,27,SOCIALMEDIA,286,2024-01-18,18,2,4434-1319,SOCIAL MEDIA,4434,1319,18.01.2024
3582,6,Blog,45,2024-01-30,4,5,3426-405,BLOG,3426,405,30.01.2024
3583,1,socialmedia,107,2023-10-09,18,13,2848-431,SOCIAL MEDIA,2848,431,09.10.2023
3584,24,blog,4,2024-12-07,6,14,1214-88,BLOG,1214,88,07.12.2024
3585,41,BLOG,0,2025-08-29,19,12,1091-14,BLOG,1091,14,29.08.2025
3586,16,video,122,2024-02-20,11,14,4681-455,VIDEO,4681,455,20.02.2024
3587,21,SOCIALMEDIA,7,2023-07-26,6,16,91-32,SOCIAL MEDIA,91,32,26.07.2023
3588,31,BLOG,0,2025-12-14,17,17,382-15,BLOG,382,15,14.12.2025
3589,4,newsletter,1,2025-08-02,13,14,807-45,NEWSLETTER,807,45,02.08.2025
3590,39,video,16,2024-10-13,12,1,1316-201,VIDEO,1316,201,13.10.2024
3591,43,video,154,2023-10-30,7,3,4139-495,VIDEO,4139,495,30.10.2023
3592,9,NEWSLETTER,395,2024-01-11,11,15,5950-1643,NEWSLETTER,5950,1643,11.01.2024
3593,41,video,79,2023-11-26,9,19,1264-305,VIDEO,1264,305,26.11.2023
3594,12,NEWSLETTER,180,2024-02-18,4,5,4175-734,NEWSLETTER,4175,734,18.02.2024
3595,23,video,2,2025-05-18,7,3,1626-88,VIDEO,1626,88,18.05.2025
3596,15,Blog,16,2023-07-16,1,17,721-105,BLOG,721,105,16.07.2023
3597,5,blog,28,2024-08-25,17,3,4304-204,BLOG,4304,204,25.08.2024
3598,39,socialmedia,11,2024-01-12,18,17,376-42,SOCIAL MEDIA,376,42,12.01.2024
3599,8,Video,2,2025-06-13,15,17,1356-26,VIDEO,1356,26,13.06.2025
3600,40,Video,19,2024-08-16,16,15,459-104,VIDEO,459,104,16.08.2024
3601,24,socialmedia,2,2025-03-15,9,6,950-31,SOCIAL MEDIA,950,31,15.03.2025
3602,23,Socialmedia,85,2023-05-11,5,2,4909-525,SOCIAL MEDIA,4909,525,11.05.2023
3603,7,Newsletter,14,2025-01-26,7,14,2216-182,NEWSLETTER,2216,182,26.01.2025
3604,37,Video,127,2024-03-25,6,9,5841-576,VIDEO,5841,576,25.03.2024
3605,5,blog,58,2024-02-13,12,5,2436-522,BLOG,2436,522,13.02.2024
3606,40,NEWSLETTER,38,2024-10-17,11,7,1674-259,NEWSLETTER,1674,259,17.10.2024
3607,18,newsletter,1,2025-11-03,5,11,735-31,NEWSLETTER,735,31,03.11.2025
3608,26,VIDEO,116,2023-08-09,9,1,2764-769,VIDEO,2764,769,09.08.2023
3609,37,VIDEO,47,2024-02-28,13,3,2945-195,VIDEO,2945,195,28.02.2024
3610,1,blog,293,2023-03-08,5,15,4316-954,BLOG,4316,954,08.03.2023
3611,4,Blog,1,2025-10-12,18,6,987-38,BLOG,987,38,12.10.2025
3612,41,SOCIALMEDIA,0,2025-11-12,8,3,719-18,SOCIAL MEDIA,719,18,12.11.2025
3613,4,Blog,84,2024-03-14,17,4,4552-493,BLOG,4552,493,14.03.2024
3614,45,Video,0,2025-08-31,6,5,259-13,VIDEO,259,13,31.08.2025
3615,25,blog,135,2023-03-15,13,8,4746-604,BLOG,4746,604,15.03.2023
3616,47,SOCIALMEDIA,10,2025-04-15,8,19,2128-175,SOCIAL MEDIA,2128,175,15.04.2025
3617,17,Newsletter,293,2023-08-15,4,6,5555-1313,NEWSLETTER,5555,1313,15.08.2023
3618,45,Socialmedia,2,2025-03-10,16,4,452-27,SOCIAL MEDIA,452,27,10.03.2025
3619,41,socialmedia,140,2024-08-24,15,10,3128-702,SOCIAL MEDIA,3128,702,24.08.2024
3620,16,video,4,2024-10-23,12,7,261-48,VIDEO,261,48,23.10.2024
3621,12,Blog,29,2024-09-15,2,9,2166-439,BLOG,2166,439,15.09.2024
3622,18,newsletter,1,2025-05-11,6,13,1186-49,NEWSLETTER,1186,49,11.05.2025
3623,40,blog,85,2023-12-01,5,18,5885-1075,BLOG,5885,1075,01.12.2023
3624,32,socialmedia,92,2024-05-25,7,16,3809-690,SOCIAL MEDIA,3809,690,25.05.2024
3625,20,Blog,63,2023-08-01,10,19,2132-430,BLOG,2132,430,01.08.2023
3626,33,socialmedia,14,2024-11-23,2,13,1394-169,SOCIAL MEDIA,1394,169,23.11.2024
3627,17,Blog,0,2025-06-18,11,7,433-14,BLOG,433,14,18.06.2025
3628,33,Newsletter,312,2023-01-23,12,12,5453-1589,NEWSLETTER,5453,1589,23.01.2023
3629,37,blog,1,2025-06-01,1,1,802-29,BLOG,802,29,01.06.2025
3630,43,Socialmedia,0,2025-12-12,11,1,794-13,SOCIAL MEDIA,794,13,12.12.2025
3631,24,Blog,25,2024-02-22,17,11,3710-365,BLOG,3710,365,22.02.2024
3632,45,newsletter,671,2023-11-06,7,19,6537-2252,NEWSLETTER,6537,2252,06.11.2023
3633,10,Video,0,2025-10-13,3,15,317-11,VIDEO,317,11,13.10.2025
3634,33,newsletter,536,2023-06-22,3,4,8392-2465,NEWSLETTER,8392,2465,22.06.2023
3635,19,Socialmedia,286,2023-03-05,19,14,2162-925,SOCIAL MEDIA,2162,925,05.03.2023
3636,18,socialmedia,275,2023-05-31,9,1,5058-921,SOCIAL MEDIA,5058,921,31.05.2023
3637,50,socialmedia,59,2024-07-26,10,15,4597-495,SOCIAL MEDIA,4597,495,26.07.2024
3638,7,socialmedia,5,2024-12-25,17,6,595-52,SOCIAL MEDIA,595,52,25.12.2024
3639,20,Blog,48,2024-05-07,19,10,2322-404,BLOG,2322,404,07.05.2024
3640,38,video,13,2023-01-31,14,9,372-87,VIDEO,372,87,31.01.2023
3641,38,Video,404,2023-02-26,10,19,5987-1858,VIDEO,5987,1858,26.02.2023
3642,1,newsletter,0,2025-09-23,9,9,243-9,NEWSLETTER,243,9,23.09.2025
3643,36,Newsletter,1,2025-07-04,5,5,799-16,NEWSLETTER,799,16,04.07.2025
3644,41,Blog,483,2023-05-29,1,4,3884-1675,BLOG,3884,1675,29.05.2023
3645,45,Socialmedia,14,2024-02-19,18,11,572-99,SOCIAL MEDIA,572,99,19.02.2024
3646,33,newsletter,75,2024-06-16,5,4,3901-923,NEWSLETTER,3901,923,16.06.2024
3647,23,Blog,38,2024-03-10,3,17,3088-340,BLOG,3088,340,10.03.2024
3648,19,Blog,1760,2023-01-25,20,13,9478-4247,BLOG,9478,4247,25.01.2023
3649,4,blog,18,2023-12-19,13,16,536-156,BLOG,536,156,19.12.2023
3650,37,socialmedia,0,2025-10-13,4,5,127-3,SOCIAL MEDIA,127,3,13.10.2025
3651,13,Newsletter,165,2024-03-15,8,17,4795-859,NEWSLETTER,4795,859,15.03.2024
3652,37,Newsletter,0,2025-10-08,15,12,405-16,NEWSLETTER,405,16,08.10.2025
3653,29,newsletter,299,2023-05-25,13,16,2714-967,NEWSLETTER,2714,967,25.05.2023
3654,31,Blog,0,2025-09-16,14,9,795-17,BLOG,795,17,16.09.2025
3655,20,Socialmedia,86,2024-03-28,11,18,2217-496,SOCIAL MEDIA,2217,496,28.03.2024
3656,29,BLOG,3,2025-01-27,20,4,1073-52,BLOG,1073,52,27.01.2025
3657,25,VIDEO,0,2025-10-08,6,20,735-17,VIDEO,735,17,08.10.2025
3658,15,Video,279,2023-02-15,8,20,3732-1453,VIDEO,3732,1453,15.02.2023
3659,17,socialmedia,9,2025-01-10,6,8,2027-191,SOCIAL MEDIA,2027,191,10.01.2025
3660,39,video,135,2024-02-11,6,11,4378-738,VIDEO,4378,738,11.02.2024
3661,39,SOCIALMEDIA,0,2025-06-07,18,4,74-4,SOCIAL MEDIA,74,4,07.06.2025
3662,13,socialmedia,160,2024-02-23,15,14,4581-748,SOCIAL MEDIA,4581,748,23.02.2024
3663,14,Blog,0,2025-09-07,14,10,652-25,BLOG,652,25,07.09.2025
3664,46,socialmedia,280,2024-05-18,15,11,5249-1106,SOCIAL MEDIA,5249,1106,18.05.2024
3665,1,video,213,2023-08-17,7,1,1620-599,VIDEO,1620,599,17.08.2023
3666,47,Newsletter,1,2025-04-10,11,19,662-24,NEWSLETTER,662,24,10.04.2025
3667,17,Newsletter,0,2025-12-14,1,20,366-4,NEWSLETTER,366,4,14.12.2025
3668,23,BLOG,31,2024-05-03,16,18,1227-157,BLOG,1227,157,03.05.2024
3669,10,BLOG,30,2024-08-04,7,13,3879-617,BLOG,3879,617,04.08.2024
3670,32,Video,257,2024-02-09,12,1,4934-852,VIDEO,4934,852,09.02.2024
3671,21,video,16,2023-06-11,15,19,168-49,VIDEO,168,49,11.06.2023
3672,35,socialmedia,270,2023-07-01,7,4,4511-866,SOCIAL MEDIA,4511,866,01.07.2023
3673,34,Video,54,2023-07-09,15,8,6797-579,VIDEO,6797,579,09.07.2023
3674,4,video,0,2025-09-29,13,15,484-20,VIDEO,484,20,29.09.2025
3675,22,Newsletter,602,2023-05-16,17,4,7568-1847,NEWSLETTER,7568,1847,16.05.2023
3676,25,newsletter,128,2024-01-23,11,1,3700-819,NEWSLETTER,3700,819,23.01.2024
3677,10,Newsletter,188,2024-03-08,5,14,4969-903,NEWSLETTER,4969,903,08.03.2024
3678,4,SOCIALMEDIA,0,2025-12-19,7,19,394-6,SOCIAL MEDIA,394,6,19.12.2025
3679,44,Video,2,2025-06-16,3,7,1033-71,VIDEO,1033,71,16.06.2025
3680,42,Blog,0,2025-08-27,8,4,807-15,BLOG,807,15,27.08.2025
3681,11,SOCIALMEDIA,22,2023-12-23,18,5,1678-193,SOCIAL MEDIA,1678,193,23.12.2023
3682,3,blog,17,2025-02-12,5,17,1964-239,BLOG,1964,239,12.02.2025
3683,23,BLOG,422,2023-07-14,3,11,8021-1974,BLOG,8021,1974,14.07.2023
3684,33,Blog,10,2025-02-26,12,11,1673-157,BLOG,1673,157,26.02.2025
3685,3,Video,0,2025-09-09,14,5,359-17,VIDEO,359,17,09.09.2025
3686,19,video,45,2023-08-14,1,17,958-344,VIDEO,958,344,14.08.2023
3687,46,Blog,98,2024-04-18,15,20,5490-380,BLOG,5490,380,18.04.2024
3688,36,Blog,50,2024-02-28,18,4,2655-290,BLOG,2655,290,28.02.2024
3689,7,Blog,423,2023-02-18,5,17,5867-1654,BLOG,5867,1654,18.02.2023
3690,4,video,231,2023-06-28,19,3,6853-1183,VIDEO,6853,1183,28.06.2023
3691,3,Socialmedia,148,2023-11-21,19,13,2291-573,SOCIAL MEDIA,2291,573,21.11.2023
3692,49,blog,0,2025-07-10,16,16,86-4,BLOG,86,4,10.07.2025
3693,23,Newsletter,1,2025-07-05,16,17,380-17,NEWSLETTER,380,17,05.07.2025
3694,47,Newsletter,44,2024-04-14,18,9,934-187,NEWSLETTER,934,187,14.04.2024
3695,37,Newsletter,4,2025-05-08,3,12,838-41,NEWSLETTER,838,41,08.05.2025
3696,18,Newsletter,394,2023-09-22,7,8,3436-1056,NEWSLETTER,3436,1056,22.09.2023
3697,9,Video,3,2025-03-11,16,20,664-31,VIDEO,664,31,11.03.2025
3698,17,Video,7,2024-08-25,8,2,419-92,VIDEO,419,92,25.08.2024
3699,8,video,68,2024-08-23,15,14,4113-415,VIDEO,4113,415,23.08.2024
3700,3,Video,0,2025-12-18,20,4,607-8,VIDEO,607,8,18.12.2025
3701,47,Video,143,2023-10-03,10,8,1365-446,VIDEO,1365,446,03.10.2023
3702,43,blog,67,2024-05-15,3,2,2638-510,BLOG,2638,510,15.05.2024
3703,4,Socialmedia,1,2025-06-06,20,6,863-36,SOCIAL MEDIA,863,36,06.06.2025
3704,11,Newsletter,40,2023-09-04,16,20,4172-363,NEWSLETTER,4172,363,04.09.2023
3705,28,Newsletter,11,2025-03-21,20,10,1206-106,NEWSLETTER,1206,106,21.03.2025
3706,21,Newsletter,0,2025-12-25,4,14,226-10,NEWSLETTER,226,10,25.12.2025
3707,24,socialmedia,20,2024-11-01,19,15,1848-339,SOCIAL MEDIA,1848,339,01.11.2024
3708,41,newsletter,0,2025-11-19,16,2,409-13,NEWSLETTER,409,13,19.11.2025
3709,6,video,4,2025-06-04,2,2,1769-91,VIDEO,1769,91,04.06.2025
3710,37,video,60,2024-01-01,14,17,3656-364,VIDEO,3656,364,01.01.2024
3711,3,Video,58,2024-09-26,20,10,2978-497,VIDEO,2978,497,26.09.2024
3712,49,BLOG,108,2024-07-01,5,2,4866-950,BLOG,4866,950,01.07.2024
3713,41,video,1,2025-03-14,17,13,445-26,VIDEO,445,26,14.03.2025
3714,20,Newsletter,128,2024-09-05,18,20,3335-607,NEWSLETTER,3335,607,05.09.2024
3715,8,video,2,2025-06-22,5,18,551-35,VIDEO,551,35,22.06.2025
3716,15,blog,62,2024-05-10,7,12,2843-518,BLOG,2843,518,10.05.2024
3717,25,blog,197,2024-03-10,1,2,3088-714,BLOG,3088,714,10.03.2024
3718,30,Newsletter,574,2023-07-15,17,6,7259-2943,NEWSLETTER,7259,2943,15.07.2023
3719,39,Video,145,2023-07-29,13,15,3069-809,VIDEO,3069,809,29.07.2023
3720,16,Socialmedia,5,2023-06-20,11,18,222-21,SOCIAL MEDIA,222,21,20.06.2023
3721,1,SOCIALMEDIA,7,2024-01-28,3,18,269-39,SOCIAL MEDIA,269,39,28.01.2024
3722,8,Socialmedia,247,2023-02-03,9,18,3770-880,SOCIAL MEDIA,3770,880,03.02.2023
3723,45,socialmedia,105,2023-10-20,19,12,1699-525,SOCIAL MEDIA,1699,525,20.10.2023
3724,23,Video,61,2024-04-08,19,9,1597-322,VIDEO,1597,322,08.04.2024
3725,46,Newsletter,1,2025-05-23,17,18,674-53,NEWSLETTER,674,53,23.05.2025
3726,35,Blog,18,2024-01-27,19,3,747-142,BLOG,747,142,27.01.2024
3727,42,Socialmedia,13,2025-02-09,7,16,2166-167,SOCIAL MEDIA,2166,167,09.02.2025
3728,12,video,134,2023-07-07,4,9,3798-578,VIDEO,3798,578,07.07.2023
3729,17,Newsletter,12,2025-01-09,20,20,2357-270,NEWSLETTER,2357,270,09.01.2025
3730,44,socialmedia,8,2025-06-05,3,5,1840-125,SOCIAL MEDIA,1840,125,05.06.2025
3731,4,Video,1,2025-03-21,7,8,186-9,VIDEO,186,9,21.03.2025
3732,4,Blog,0,2025-12-02,14,15,644-13,BLOG,644,13,02.12.2025
3733,48,SOCIALMEDIA,4,2025-04-15,5,5,1971-155,SOCIAL MEDIA,1971,155,15.04.2025
3734,39,Socialmedia,886,2023-03-19,15,1,7510-3421,SOCIAL MEDIA,7510,3421,19.03.2023
3735,39,video,1,2024-10-03,9,19,474-28,VIDEO,474,28,03.10.2024
3736,23,Video,1530,2023-02-24,20,12,9393-3843,VIDEO,9393,3843,24.02.2023
3737,37,Socialmedia,471,2023-06-19,19,2,8272-2750,SOCIAL MEDIA,8272,2750,19.06.2023
3738,46,Socialmedia,185,2024-03-23,3,7,5682-997,SOCIAL MEDIA,5682,997,23.03.2024
3739,49,video,35,2023-03-04,17,1,550-183,VIDEO,550,183,04.03.2023
3740,35,video,482,2023-02-18,17,6,8379-1159,VIDEO,8379,1159,18.02.2023
3741,46,Socialmedia,20,2024-05-28,15,18,1956-291,SOCIAL MEDIA,1956,291,28.05.2024
3742,33,socialmedia,5,2025-04-13,3,4,2263-59,SOCIAL MEDIA,2263,59,13.04.2025
3743,23,Blog,223,2023-10-06,7,13,5626-703,BLOG,5626,703,06.10.2023
3744,31,Newsletter,26,2024-11-09,15,19,1628-178,NEWSLETTER,1628,178,09.11.2024
3745,29,video,21,2024-04-10,18,16,1307-232,VIDEO,1307,232,10.04.2024
3746,35,Socialmedia,16,2025-03-28,12,12,2478-259,SOCIAL MEDIA,2478,259,28.03.2025
3747,6,Newsletter,0,2025-08-17,6,19,481-14,NEWSLETTER,481,14,17.08.2025
3748,4,BLOG,1221,2023-01-28,5,8,7840-2727,BLOG,7840,2727,28.01.2023
3749,2,Blog,65,2024-01-30,20,15,1974-398,BLOG,1974,398,30.01.2024
3750,41,Socialmedia,251,2024-02-10,11,10,4298-967,SOCIAL MEDIA,4298,967,10.02.2024
3751,29,Socialmedia,105,2024-03-29,7,15,5045-792,SOCIAL MEDIA,5045,792,29.03.2024
3752,23,video,0,2025-06-22,4,3,47-2,VIDEO,47,2,22.06.2025
3753,42,Blog,8,2025-02-01,14,16,826-104,BLOG,826,104,01.02.2025
3754,50,Socialmedia,112,2023-01-31,13,5,2746-577,SOCIAL MEDIA,2746,577,31.01.2023
3755,17,Socialmedia,8,2024-07-07,7,11,154-36,SOCIAL MEDIA,154,36,07.07.2024
3756,14,blog,129,2023-05-11,2,18,3900-368,BLOG,3900,368,11.05.2023
3757,9,Video,20,2025-01-14,7,9,1643-147,VIDEO,1643,147,14.01.2025
3758,12,Blog,5,2025-04-07,17,13,1495-97,BLOG,1495,97,07.04.2025
3759,19,Video,0,2025-12-08,16,6,984-15,VIDEO,984,15,08.12.2025
3760,38,video,0,2025-06-30,3,19,79-6,VIDEO,79,6,30.06.2025
3761,14,video,23,2023-07-02,6,7,1109-99,VIDEO,1109,99,02.07.2023
3762,18,Socialmedia,2,2025-04-14,15,2,1261-74,SOCIAL MEDIA,1261,74,14.04.2025
3763,12,video,323,2023-02-08,13,9,9582-1101,VIDEO,9582,1101,08.02.2023
3764,21,SOCIALMEDIA,8,2023-11-18,1,18,277-30,SOCIAL MEDIA,277,30,18.11.2023
3765,49,BLOG,0,2025-10-30,7,1,402-16,BLOG,402,16,30.10.2025
3766,37,Blog,89,2024-06-25,2,17,4639-683,BLOG,4639,683,25.06.2024
3767,46,BLOG,74,2024-02-16,13,12,2129-239,BLOG,2129,239,16.02.2024
3768,12,socialmedia,72,2024-11-30,19,14,3149-493,SOCIAL MEDIA,3149,493,30.11.2024
3769,38,blog,0,2025-10-13,3,14,529-22,BLOG,529,22,13.10.2025
3770,1,blog,1021,2023-01-05,18,17,7155-2087,BLOG,7155,2087,05.01.2023
3771,31,socialmedia,9,2025-06-01,10,9,1484-102,SOCIAL MEDIA,1484,102,01.06.2025
3772,47,blog,113,2023-06-12,11,16,3424-308,BLOG,3424,308,12.06.2023
3773,32,Video,1,2025-07-23,12,13,802-19,VIDEO,802,19,23.07.2025
3774,43,VIDEO,547,2023-09-23,4,18,5606-1491,VIDEO,5606,1491,23.09.2023
3775,4,Blog,17,2024-08-13,6,2,3362-338,BLOG,3362,338,13.08.2024
3776,48,NEWSLETTER,0,2025-09-01,5,6,690-21,NEWSLETTER,690,21,01.09.2025
3777,50,Socialmedia,292,2023-06-13,19,16,7291-857,SOCIAL MEDIA,7291,857,13.06.2023
3778,14,Video,80,2023-08-22,1,12,1957-241,VIDEO,1957,241,22.08.2023
